-0.32849423341342554	-0.3801175500131946	-1
-0.6045968962211767	0.47541301909479294	-1
0.8453302558765661	0.06747610230752743	1
-0.5287320634077946	-0.4211459297770046	-1
-0.5717856295200079	0.7686476583909503	-1
0.9858416096466187	0.6984852198221225	1
-0.26633435040429165	0.7200043603068733	-1
0.6723097575036114	-0.3239379090377663	1
-0.8463519166400097	-0.16610729174612038	-1
-0.7877007838303074	0.9418497648335256	-1
0.22680960056628385	0.008375672755759123	1
-0.9335098526396199	-0.7513378970446467	-1
-0.16759733338571903	-0.1375145216998186	-1
-0.8586733328795824	-0.518651893592418	-1
0.011083732401053537	0.7802044695319443	-1
-0.7900750426881662	0.8933496418541063	-1
0.5482869563956976	0.5445922159575043	1
0.9239952642708869	0.755002389891337	1
0.06797192969520749	-0.7399820415334402	1
0.11914749737440311	0.7897548195716224	-1
